-3.000000E+0000 -2.708909E-0011
-2.950000E+0000 -5.578500E-0011
-2.900000E+0000 -2.861312E-0011
-2.850000E+0000 -2.670807E-0011
-2.800000E+0000 -3.065551E-0012
-2.750000E+0000 -3.061842E-0011
-2.700000E+0000 -2.534447E-0011
-2.650000E+0000 -1.680188E-0011
-2.600000E+0000 -2.905430E-0011
-2.550000E+0000 -6.695150E-0012
-2.500000E+0000 -2.155445E-0011
-2.450000E+0000 -1.443562E-0011
-2.400000E+0000 -6.875628E-0012
-2.350000E+0000 -1.714279E-0011
-2.300000E+0000 -1.628051E-0011
-2.250000E+0000 -2.245684E-0011
-2.200000E+0000 -1.966947E-0011
-2.150000E+0000 -8.219181E-0012
-2.100000E+0000 -2.550490E-0011
-2.050000E+0000 -5.532072E-0012
-2.000000E+0000 -2.221619E-0011
-1.950000E+0000 -4.128360E-0012
-1.900000E+0000 -3.045497E-0012
-1.850000E+0000 -3.001683E-0011
-1.800000E+0000 -2.844968E-0012
-1.750000E+0000 -2.201566E-0011
-1.700000E+0000 -4.449209E-0012
-1.650000E+0000 -9.823422E-0012
-1.600000E+0000 -1.525780E-0011
-1.550000E+0000  8.447919E-0013
-1.500000E+0000 -1.339286E-0011
-1.450000E+0000 -2.027105E-0011
-1.400000E+0000 -5.718868E-0011
-1.350000E+0000  2.921178E-0011
-1.300000E+0000 -1.184878E-0011
-1.250000E+0000 -1.108676E-0011
-1.200000E+0000 -4.268731E-0012
-1.150000E+0000  2.128187E-0012
-1.100000E+0000 -1.098650E-0011
-1.050000E+0000  9.926521E-0012
-1.000000E+0000 -6.133664E-0012
-9.500000E-0001  8.803883E-0012
-9.000000E-0001  3.752027E-0012
-8.500000E-0001  1.902788E-0011
-8.000000E-0001  4.984019E-0011
-7.500000E-0001  5.052179E-0011
-7.000000E-0001  1.027043E-0010
-6.500000E-0001  1.723477E-0010
-6.000000E-0001  2.561243E-0010
-5.500000E-0001  3.358513E-0010
-5.000000E-0001  4.338212E-0010
