-3.000000E+0000 -6.278504E-0011
-2.500000E+0000 -3.896147E-0011
-2.000000E+0000 -5.772900E-0012
-1.500000E+0000 -2.295876E-0011
-1.000000E+0000  3.763238E-0011
-5.000000E-0001  4.472347E-0009
 0.000000E+0000  2.156507E-0008
 5.000000E-0001  3.666560E-0008
 1.000000E+0000  4.795132E-0008
 1.500000E+0000  5.756553E-0008
 2.000000E+0000  6.561728E-0008
 2.500000E+0000  7.231626E-0008
 3.000000E+0000  7.734342E-0008
 3.500000E+0000  8.101598E-0008
 4.000000E+0000  8.343133E-0008
 4.500000E+0000  8.513820E-0008
 5.000000E+0000  8.640016E-0008
 5.500000E+0000  8.738581E-0008
 6.000000E+0000  8.813569E-0008
 6.500000E+0000  8.867526E-0008
 7.000000E+0000  8.894984E-0008
 7.500000E+0000  8.928968E-0008
 8.000000E+0000  8.938675E-0008
 8.500000E+0000  8.967022E-0008
 9.000000E+0000  9.014931E-0008
 9.500000E+0000  9.029392E-0008
 1.000000E+0001  9.037349E-0008
 1.050000E+0001  9.061804E-0008
 1.100000E+0001  9.072447E-0008
 1.150000E+0001  9.101137E-0008
 1.200000E+0001  9.111670E-0008
 1.250000E+0001  9.131514E-0008
 1.300000E+0001  9.149539E-0008
 1.350000E+0001  9.148711E-0008
 1.400000E+0001  9.169364E-0008
 1.450000E+0001  9.185140E-0008
 1.500000E+0001  9.189149E-0008
 1.550000E+0001  9.206159E-0008
 1.600000E+0001  9.201728E-0008
 1.650000E+0001  9.210486E-0008
 1.700000E+0001  9.209977E-0008
 1.750000E+0001  9.205340E-0008
 1.800000E+0001  9.200276E-0008
 1.850000E+0001  9.233142E-0008
 1.900000E+0001  9.224964E-0008
 1.950000E+0001  9.250663E-0008
 2.000000E+0001  9.251557E-0008
 2.050000E+0001  9.263305E-0008
 2.100000E+0001  9.265581E-0008
 2.150000E+0001  9.319005E-0008
 2.200000E+0001  9.343319E-0008
 2.250000E+0001  9.368491E-0008
 2.300000E+0001  9.395691E-0008
 2.350000E+0001  9.416219E-0008
 2.400000E+0001  9.425645E-0008
 2.450000E+0001  9.432102E-0008
 2.500000E+0001  9.472961E-0008
 2.550000E+0001  9.476735E-0008
 2.600000E+0001  9.504164E-0008
 2.650000E+0001  9.508321E-0008
 2.700000E+0001  9.512345E-0008
 2.750000E+0001  9.516317E-0008
 2.800000E+0001  9.533188E-0008
 2.850000E+0001  9.534408E-0008
 2.900000E+0001  9.548539E-0008
 2.950000E+0001  9.535263E-0008
 3.000000E+0001  9.525169E-0008
 3.050000E+0001  9.521232E-0008
 3.100000E+0001  9.520213E-0008
 3.150000E+0001  9.518018E-0008
 3.200000E+0001  9.515744E-0008
 3.250000E+0001  9.513324E-0008
 3.300000E+0001  9.513877E-0008
 3.350000E+0001  9.497975E-0008
 3.400000E+0001  9.492191E-0008
 3.450000E+0001  9.475067E-0008
 3.500000E+0001  9.486770E-0008
 3.550000E+0001  9.483600E-0008
 3.600000E+0001  9.467274E-0008
 3.650000E+0001  9.456875E-0008
 3.700000E+0001  9.444832E-0008
 3.750000E+0001  9.436290E-0008
 3.800000E+0001  9.446039E-0008
 3.850000E+0001  9.460383E-0008
 3.900000E+0001  9.484383E-0008
 3.950000E+0001  9.501535E-0008
 4.000000E+0001  9.498967E-0008
 4.050000E+0001  9.511891E-0008
 4.100000E+0001  9.505613E-0008
 4.150000E+0001  9.514383E-0008
 4.200000E+0001  9.525492E-0008
 4.250000E+0001  9.513552E-0008
 4.300000E+0001  9.534502E-0008
 4.350000E+0001  9.521891E-0008
 4.400000E+0001  9.497839E-0008
 4.450000E+0001  9.530243E-0008
 4.500000E+0001  9.525620E-0008
