Detector angle	Rate at 30kV
2*theta/°	R(30kV)/Imp/s

6.0	131.0
6.4	118.0
6.8	108.0
7.2	74.0
7.6	58.0
8.0	44.0
8.4	37.0
8.8	22.0
9.2	24.0
9.6	26.0
10.0	24.0
10.4	26.0
10.8	32.0
11.2	57.0
11.6	79.0
12.0	103.0
12.4	117.0
12.8	148.0
13.2	164.0
13.6	177.0
14.0	183.0
14.4	195.0
14.8	201.0
15.2	194.0
15.6	202.0
16.0	213.0
16.4	224.0
16.7	229.0
17.2	223.0
17.6	228.0
18.0	213.0
18.4	224.0
18.8	231.0
19.2	234.0
19.6	243.0
20.0	238.0
