Detector angle	Rate at 25kV
2*theta/°	R(25kV)/Imp/s

6.0	29.0
6.4	30.0
6.8	26.0
7.2	18.0
7.6	16.0
8.0	12.0
8.4	10.0
8.8	8.0
9.2	6.0
9.6	10.0
10.0	10.0
10.4	10.0
10.8	10.0
11.2	9.0
11.6	11.0
12.0	11.0
12.4	9.0
12.8	12.0
13.2	18.0
13.6	28.0
14.0	57.0
14.4	61.0
14.8	76.0
15.2	95.0
15.6	96.0
16.0	116.0
16.4	108.0
16.7	136.0
17.2	122.0
17.6	134.0
18.0	133.0
18.4	149.0
18.8	146.0
19.2	142.0
19.6	149.0
20.0	154.0
