Detector angle	Rate at 33kV
2*theta/°	R(33kV)/Imp/s

6.0	246.0
6.4	235.0
6.8	185.0
7.2	145.0
7.6	103.0
8.0	78.0
8.4	67.0
8.8	43.0
9.2	41.0
9.6	47.0
10.0	53.0
10.4	86.0
10.8	125.0
11.2	148.0
11.6	184.0
12.0	196.0
12.4	218.0
12.8	224.0
13.2	247.0
13.6	252.0
14.0	255.0
14.4	266.0
14.8	265.0
15.2	259.0
15.6	294.0
16.0	298.0
16.4	275.0
16.7	274.0
17.2	287.0
17.6	273.0
18.0	270.0
18.4	285.0
18.8	277.0
19.2	305.0
19.6	274.0
20.0	286.0
