Voltage U1	Current IA
7,00	0,84
7,03	0,85
7,05	0,84
7,08	0,85
7,10	0,85
7,13	0,85
7,15	0,85
7,17	0,87
7,20	0,87
7,22	0,88
7,25	0,88
7,27	0,89
7,30	0,89
7,32	0,90
7,35	0,90
7,37	0,90
7,39	0,90
7,42	0,90
7,44	0,91
7,47	0,89
7,49	0,90
7,52	0,92
7,54	0,92
7,57	0,93
7,59	0,93
7,61	0,93
7,64	0,95
7,66	0,95
7,69	0,94
7,71	0,94
7,74	0,93
7,76	0,93
7,78	0,93
7,81	0,93
7,83	0,93
7,86	0,93
7,88	0,93
7,91	0,94
7,93	0,93
7,96	0,94
7,98	0,94
8,00	0,94
8,03	0,93
8,05	0,93
8,08	0,92
8,10	0,92
8,13	0,91
8,15	0,92
8,18	0,92
8,20	0,91
8,22	0,91
8,25	0,92
8,27	0,93
8,30	0,93
8,32	0,93
8,35	0,92
8,37	0,93
8,40	0,93
8,42	0,91
8,44	0,89
8,47	0,87
8,49	0,87
8,52	0,87
8,54	0,87
8,57	0,87
8,59	0,86
8,62	0,87
8,64	0,89
8,66	0,88
8,69	0,88
8,71	0,87
8,74	0,87
8,76	0,87
8,79	0,86
8,81	0,86
8,84	0,86
8,86	0,86
8,88	0,87
8,91	0,86
8,93	0,86
8,96	0,86
8,98	0,87
9,01	0,87
9,03	0,87
9,05	0,88
9,08	0,88
9,10	0,90
9,13	0,89
9,15	0,89
9,18	0,89
9,20	0,87
9,23	0,87
9,25	0,87
9,27	0,86
9,30	0,87
9,32	0,87
9,35	0,87
9,37	0,90
9,40	0,90
9,42	0,92
9,45	0,93
9,47	0,93
9,49	0,94
9,52	0,95
9,54	0,94
9,57	0,94
9,59	0,93
9,62	0,93
9,64	0,94
9,67	0,94
9,69	0,94
9,71	0,96
9,74	0,97
9,76	0,98
9,79	0,98
9,81	0,98
9,84	1,00
9,86	1,00
9,89	1,00
9,91	1,00
9,93	0,99
9,96	1,00
9,98	1,00
10,01	1,00
10,03	1,02
10,06	1,01
10,08	1,03
10,10	1,06
10,13	1,06
10,15	1,06
10,18	1,07
10,20	1,07
10,23	1,08
10,25	1,07
10,28	1,07
10,30	1,08
10,32	1,08
10,35	1,09
10,37	1,11
10,40	1,11
10,42	1,12
10,45	1,12
10,47	1,12
10,50	1,14
10,52	1,13
10,54	1,13
10,57	1,15
10,59	1,15
10,62	1,16
10,64	1,16
10,67	1,14
10,69	1,15
10,72	1,15
10,74	1,15
10,76	1,15
10,79	1,15
10,81	1,16
10,84	1,19
10,86	1,19
10,89	1,20
10,91	1,20
10,94	1,20
10,96	1,21
10,98	1,22
11,01	1,21
11,03	1,21
11,06	1,21
11,08	1,21
11,11	1,22
11,13	1,22
11,15	1,23
11,18	1,23
11,20	1,24
11,23	1,26
11,25	1,27
11,28	1,27
11,30	1,29
11,33	1,29
11,35	1,30
11,37	1,30
11,40	1,28
11,42	1,29
11,45	1,29
11,47	1,28
11,50	1,29
11,52	1,28
11,55	1,29
11,57	1,32
11,59	1,32
11,62	1,32
11,64	1,33
11,67	1,33
11,69	1,35
11,72	1,36
11,74	1,34
11,77	1,35
11,79	1,35
11,81	1,34
11,84	1,35
11,86	1,36
11,89	1,35
11,91	1,36
11,94	1,36
11,96	1,38
11,99	1,37
12,01	1,37
12,03	1,39
12,06	1,40
12,08	1,40
12,11	1,40
12,13	1,38
12,16	1,40
12,18	1,41
12,21	1,39
12,23	1,39
12,25	1,39
12,28	1,40
12,30	1,43
12,33	1,43
12,35	1,44
12,38	1,44
12,40	1,44
12,42	1,45
12,45	1,45
12,47	1,45
12,50	1,45
12,52	1,44
12,55	1,44
12,57	1,46
12,60	1,45
12,62	1,45
12,64	1,45
12,67	1,45
12,69	1,46
12,72	1,47
12,74	1,47
12,77	1,49
12,79	1,49
12,82	1,50
12,84	1,50
12,86	1,49
12,89	1,49
12,91	1,49
12,94	1,48
12,96	1,48
12,99	1,47
13,01	1,47
13,04	1,50
13,06	1,51
13,08	1,51
13,11	1,51
13,13	1,51
13,16	1,52
13,18	1,52
13,21	1,51
13,23	1,51
13,26	1,50
13,28	1,51
13,30	1,52
13,33	1,52
13,35	1,52
13,38	1,52
13,40	1,53
13,43	1,54
13,45	1,54
13,47	1,54
13,50	1,56
13,52	1,55
13,55	1,55
13,57	1,55
13,60	1,53
13,62	1,53
13,65	1,52
13,67	1,51
13,69	1,52
13,72	1,51
13,74	1,52
13,77	1,54
13,79	1,54
13,82	1,55
13,84	1,55
13,87	1,55
13,89	1,56
13,91	1,56
13,94	1,56
13,96	1,55
13,99	1,55
14,01	1,55
14,04	1,55
14,06	1,54
14,09	1,55
14,11	1,55
14,13	1,55
14,16	1,56
14,18	1,56
14,21	1,56
14,23	1,58
14,26	1,58
14,28	1,58
14,31	1,58
14,33	1,58
14,35	1,58
14,38	1,58
14,40	1,57
14,43	1,58
14,45	1,57
14,48	1,58
14,50	1,60
14,52	1,60
14,55	1,61
14,57	1,61
14,60	1,61
14,62	1,62
14,65	1,63
14,67	1,61
14,70	1,61
14,72	1,61
14,74	1,62
14,77	1,63
14,79	1,63
14,82	1,63
14,84	1,64
14,87	1,65
14,89	1,66
14,92	1,65
14,94	1,65
14,96	1,66
14,99	1,66
15,01	1,66
15,04	1,66
15,06	1,67
15,09	1,67
15,11	1,67
15,14	1,67
15,16	1,68
15,18	1,67
15,21	1,68
15,23	1,70
15,26	1,70
15,28	1,71
15,31	1,71
15,33	1,71
15,36	1,72
15,38	1,71
15,40	1,70
15,43	1,70
15,45	1,70
15,48	1,70
15,50	1,71
15,53	1,72
15,55	1,73
15,57	1,72
15,60	1,73
15,62	1,73
15,65	1,74
15,67	1,74
15,70	1,74
15,72	1,74
15,75	1,75
15,77	1,75
15,79	1,76
15,82	1,76
15,84	1,77
15,87	1,76
15,89	1,77
15,92	1,75
15,94	1,76
15,97	1,79
15,99	1,79
16,01	1,79
16,04	1,81
16,06	1,81
16,09	1,83
16,11	1,83
16,14	1,82
16,16	1,82
16,19	1,81
16,21	1,81
16,23	1,82
16,26	1,83
16,28	1,84
16,31	1,84
16,33	1,86
16,36	1,87
16,38	1,87
16,41	1,86
16,43	1,86
16,45	1,86
16,48	1,85
16,50	1,85
16,53	1,85
16,55	1,86
16,58	1,86
16,60	1,87
16,63	1,88
16,65	1,87
16,67	1,88
16,70	1,89
16,72	1,90
16,75	1,90
16,77	1,91
16,80	1,91
16,82	1,93
16,84	1,93
16,87	1,93
16,89	1,94
16,92	1,93
16,94	1,94
16,97	1,96
16,99	1,97
17,02	1,97
17,04	1,97
17,06	1,96
17,09	1,98
17,11	1,98
17,14	1,98
17,16	1,98
17,19	1,98
17,21	1,99
17,24	1,99
17,26	1,98
17,28	1,99
17,31	1,99
17,33	1,99
17,36	2,00
17,38	1,99
17,41	2,00
17,43	2,01
17,46	2,01
17,48	2,02
17,50	2,02
17,53	2,02
17,55	2,04
17,58	2,05
17,60	2,05
17,63	2,07
17,65	2,05
17,68	2,06
17,70	2,07
17,72	2,09
17,75	2,08
17,77	2,08
17,80	2,08
17,82	2,10
17,85	2,10
17,87	2,09
17,89	2,09
17,92	2,09
17,94	2,10
17,97	2,09
17,99	2,10
18,02	2,10
18,04	2,10
18,07	2,11
18,09	2,12
18,11	2,11
18,14	2,12
18,16	2,12
18,19	2,13
18,21	2,13
18,24	2,13
18,26	2,14
18,29	2,16
18,31	2,16
18,33	2,17
18,36	2,17
18,38	2,16
18,41	2,17
18,43	2,18
18,46	2,19
18,48	2,19
18,51	2,19
18,53	2,19
18,55	2,21
18,58	2,21
18,60	2,20
18,63	2,20
18,65	2,20
18,68	2,20
18,70	2,21
18,73	2,21
18,75	2,22
18,77	2,22
18,80	2,22
18,82	2,23
18,85	2,23
18,87	2,23
18,90	2,24
18,92	2,24
18,94	2,25
18,97	2,25
18,99	2,26
19,02	2,27
19,04	2,27
19,07	2,27
19,09	2,27
19,12	2,26
19,14	2,27
19,16	2,28
19,19	2,28
19,21	2,29
19,24	2,29
19,26	2,30
19,29	2,32
19,31	2,32
19,34	2,31
19,36	2,31
19,38	2,30
19,41	2,31
19,43	2,30
19,46	2,30
19,48	2,30
19,51	2,31
19,53	2,32
19,56	2,33
19,58	2,33
19,60	2,34
19,63	2,34
19,65	2,34
19,68	2,35
19,70	2,35
19,73	2,35
19,75	2,35
19,78	2,35
19,80	2,36
19,82	2,36
19,85	2,35
19,87	2,36
19,90	2,38
19,92	2,38
19,95	2,39
19,97	2,39
19,99	2,39
20,02	2,41
20,04	2,42
20,07	2,41
20,09	2,42
20,12	2,42
20,14	2,42
20,17	2,43
20,19	2,43
20,21	2,44
20,24	2,44
20,26	2,44
20,29	2,45
20,31	2,46
20,34	2,46
20,36	2,46
20,39	2,46
20,41	2,47
20,43	2,47
20,46	2,46
20,48	2,46
20,51	2,47
20,53	2,47
20,56	2,49
20,58	2,47
20,61	2,47
20,63	2,50
20,65	2,50
20,68	2,51
20,70	2,51
20,73	2,52
20,75	2,55
20,78	2,55
20,80	2,54
20,83	2,54
20,85	2,53
20,87	2,54
20,90	2,54
20,92	2,54
20,95	2,54
20,97	2,55
21,00	2,56
21,02	2,58
21,05	2,59
21,07	2,60
21,09	2,60
21,12	2,60
21,14	2,61
21,17	2,61
21,19	2,61
21,22	2,62
21,24	2,62
21,26	2,63
21,29	2,65
21,31	2,65
21,34	2,65
21,36	2,66
21,39	2,65
21,41	2,67
21,44	2,67
21,46	2,67
21,48	2,68
21,51	2,70
21,53	2,70
21,56	2,71
21,58	2,69
21,61	2,70
21,63	2,70
21,66	2,70
21,68	2,70
21,70	2,70
21,73	2,71
21,75	2,74
21,78	2,74
21,80	2,75
21,83	2,76
21,85	2,76
21,88	2,76
21,90	2,76
21,92	2,77
21,95	2,78
21,97	2,78
22,00	2,79
22,02	2,80
22,05	2,81
22,07	2,82
22,10	2,82
22,12	2,82
22,14	2,83
22,17	2,84
22,19	2,84
22,22	2,85
22,24	2,86
22,27	2,86
22,29	2,87
22,31	2,86
22,34	2,87
22,36	2,87
22,39	2,88
22,41	2,89
22,44	2,89
22,46	2,89
22,49	2,91
22,51	2,92
22,53	2,93
22,56	2,94
22,58	2,95
22,61	2,97
22,63	2,97
22,66	2,98
22,68	2,99
22,71	2,99
22,73	3,00
22,75	3,00
22,78	3,00
22,80	3,01
22,83	3,02
22,85	3,02
22,88	3,03
22,90	3,04
22,93	3,05
22,95	3,06
22,97	3,07
23,00	3,08
23,02	3,10
23,05	3,09
23,07	3,09
23,10	3,09
23,12	3,10
23,15	3,11
23,17	3,11
23,19	3,12
23,22	3,16
23,24	3,17
23,27	3,19
23,29	3,19
23,32	3,20
23,34	3,20
23,36	3,21
23,39	3,21
23,41	3,23
23,44	3,23
23,46	3,24
23,49	3,24
23,51	3,26
23,54	3,27
23,56	3,28
23,58	3,28
23,61	3,29
23,63	3,30
23,66	3,31
23,68	3,33
23,71	3,33
23,73	3,33
23,76	3,34
23,78	3,33
23,80	3,34
23,83	3,34
23,85	3,34
23,88	3,36
23,90	3,36
23,93	3,37
23,95	3,41
23,98	3,41
24,00	3,43
24,02	3,43
24,05	3,43
24,07	3,44
24,10	3,45
24,12	3,45
24,15	3,46
24,17	3,46
24,20	3,47
24,22	3,48
24,24	3,49
24,27	3,50
24,29	3,50
24,32	3,51
24,34	3,52
24,37	3,52
24,39	3,52
24,42	3,54
24,44	3,54
24,46	3,55
24,49	3,55
24,51	3,54
24,54	3,56
24,56	3,56
24,59	3,56
24,61	3,57
24,63	3,57
24,66	3,56
24,68	3,60
24,71	3,60
24,73	3,61
24,76	3,62
24,78	3,63
24,81	3,64
24,83	3,65
24,85	3,64
24,88	3,64
24,90	3,63
24,93	3,64
24,95	3,66
24,98	3,67
25,00	3,68
25,03	3,69
25,05	3,70
25,07	3,72
25,10	3,72
25,12	3,72
25,15	3,74
25,17	3,74
25,20	3,75
25,22	3,75
25,25	3,74
25,27	3,75
25,29	3,76
25,32	3,75
25,34	3,76
25,37	3,76
25,39	3,77
25,42	3,80
25,44	3,81
25,47	3,82
25,49	3,82
25,51	3,83
25,54	3,84
25,56	3,84
25,59	3,83
25,61	3,83
25,64	3,83
25,66	3,83
25,68	3,84
25,71	3,85
25,73	3,87
25,76	3,88
25,78	3,88
25,81	3,90
25,83	3,91
25,86	3,91
25,88	3,93
25,90	3,94
25,93	3,95
25,95	3,94
25,98	3,93
26,00	3,94
26,03	3,95
26,05	3,94
26,08	3,95
26,10	3,94
26,12	3,95
26,15	3,99
26,17	3,99
26,20	4,00
26,22	4,00
26,25	4,01
26,27	4,03
26,30	4,04
26,32	4,03
26,34	4,04
26,37	4,04
26,39	4,04
26,42	4,05
26,44	4,06
26,47	4,07
26,49	4,08
26,52	4,08
26,54	4,10
26,56	4,09
26,59	4,10
26,61	4,12
26,64	4,11
26,66	4,11
26,69	4,12
26,71	4,12
26,73	4,14
26,76	4,14
26,78	4,14
26,81	4,15
26,83	4,15
26,86	4,16
26,88	4,18
26,91	4,19
26,93	4,20
26,95	4,21
26,98	4,21
27,00	4,22
27,03	4,23
27,05	4,22
27,08	4,23
27,10	4,22
27,13	4,22
27,15	4,23
27,17	4,24
27,20	4,25
27,22	4,26
27,25	4,26
27,27	4,28
27,30	4,29
27,32	4,29
27,35	4,31
27,37	4,31
27,39	4,32
27,42	4,33
27,44	4,34
27,47	4,34
27,49	4,34
27,52	4,34
27,54	4,35
27,57	4,34
27,59	4,34
27,61	4,36
27,64	4,37
27,66	4,38
27,69	4,39
27,71	4,40
27,74	4,42
27,76	4,44
27,78	4,43
27,81	4,43
27,83	4,43
27,86	4,44
27,88	4,44
27,91	4,45
27,93	4,46
27,96	4,47
27,98	4,47
28,00	4,50
28,03	4,50
28,05	4,51
28,08	4,51
28,10	4,50
28,13	4,51
28,15	4,51
28,18	4,52
28,20	4,53
28,22	4,53
28,25	4,55
28,27	4,57
28,30	4,56
28,32	4,58
28,35	4,60
28,37	4,61
28,40	4,62
28,42	4,61
28,44	4,62
28,47	4,64
28,49	4,64
28,52	4,63
28,54	4,64
28,57	4,64
28,59	4,65
28,62	4,66
28,64	4,68
28,66	4,69
28,69	4,69
28,71	4,70
28,74	4,72
28,76	4,73
28,79	4,73
28,81	4,73
28,84	4,73
28,86	4,75
28,88	4,76
28,91	4,76
28,93	4,77
28,96	4,78
28,98	4,79
29,01	4,80
29,03	4,80
29,05	4,80
29,08	4,81
29,10	4,82
29,13	4,84
29,15	4,85
29,18	4,85
29,20	4,88
29,23	4,89
29,25	4,89
29,27	4,89
29,30	4,89
29,32	4,90
29,35	4,91
29,37	4,92
29,40	4,94
29,42	4,94
29,45	4,95
29,47	4,97
29,49	4,98
29,52	4,98
29,54	4,98
29,57	4,98
29,59	4,99
29,62	5,00
29,64	5,01
29,67	5,02
29,69	5,03
29,71	5,04
29,74	5,06
29,76	5,05
29,79	5,07
29,81	5,08
29,84	5,08
29,86	5,09
29,89	5,09
29,91	5,11
29,93	5,13
29,96	5,13
29,98	5,12
30,01	5,14
30,03	5,14
30,06	5,15
30,08	5,16
30,10	5,17
30,13	5,18
30,15	5,19
30,18	5,19
30,20	5,21
30,23	5,22
30,25	5,22
30,28	5,22
30,30	5,23
30,32	5,24
30,35	5,25
30,37	5,26
30,40	5,28
30,42	5,28
30,45	5,30
30,47	5,32
30,50	5,31
30,52	5,32
30,54	5,32
30,57	5,33
30,59	5,34
30,62	5,35
30,64	5,35
30,67	5,37
30,69	5,38
30,72	5,39
30,74	5,40
30,76	5,40
30,79	5,41
30,81	5,43
30,84	5,43
30,86	5,44
30,89	5,45
30,91	5,45
30,94	5,47
30,96	5,47
30,98	5,48
31,01	5,49
31,03	5,49
31,06	5,51
31,08	5,51
31,11	5,51
31,13	5,53
31,15	5,54
31,18	5,55
31,20	5,57
31,23	5,56
31,25	5,58
31,28	5,60
31,30	5,60
31,33	5,61
31,35	5,62
31,37	5,62
31,40	5,64
31,42	5,65
31,45	5,66
31,47	5,67
31,50	5,66
31,52	5,67
31,55	5,69
31,57	5,70
31,59	5,71
31,62	5,72
31,64	5,72
31,67	5,75
31,69	5,75
31,72	5,75
31,74	5,76
31,77	5,77
31,79	5,78
31,81	5,79
31,84	5,81
31,86	5,82
31,89	5,82
31,91	5,83
31,94	5,85
31,96	5,86
31,99	5,87
32,01	5,87
32,03	5,88
32,06	5,90
32,08	5,91
32,11	5,92
32,13	5,93
32,16	5,95
32,18	5,96
32,20	5,97
32,23	5,96
32,25	5,98
32,28	6,00
32,30	6,00
32,33	6,01
32,35	6,02
32,38	6,02
32,40	6,05
32,42	6,05
32,45	6,04
32,47	6,06
32,50	6,07
32,52	6,08
32,55	6,09
32,57	6,09
32,60	6,10
32,62	6,11
32,64	6,12
32,67	6,13
32,69	6,14
32,72	6,15
32,74	6,16
32,77	6,17
32,79	6,17
32,82	6,19
32,84	6,20
32,86	6,21
32,89	6,21
32,91	6,22
32,94	6,23
32,96	6,23
32,99	6,24
33,01	6,26
33,04	6,27
33,06	6,28
33,08	6,29
33,11	6,31
33,13	6,34
33,16	6,35
33,18	6,35
33,21	6,35
33,23	6,35
33,26	6,36
33,28	6,35
33,30	6,35
33,33	6,36
33,35	6,37
33,38	6,38
33,40	6,41
33,43	6,43
33,45	6,45
33,47	6,46
33,50	6,47
33,52	6,49
33,55	6,50
33,57	6,50
33,60	6,51
33,62	6,51
33,65	6,52
33,67	6,53
33,69	6,53
33,72	6,54
33,74	6,57
33,77	6,58
33,79	6,59
33,82	6,60
33,84	6,61
33,87	6,63
33,89	6,64
33,91	6,63
33,94	6,63
33,96	6,64
33,99	6,65
34,01	6,65
34,04	6,66
34,06	6,68
34,09	6,69
34,11	6,71
34,13	6,74
34,16	6,75
34,18	6,76
34,21	6,77
34,23	6,78
34,26	6,79
34,28	6,81
34,31	6,81
34,33	6,82
34,35	6,84
34,38	6,84
34,40	6,85
34,43	6,85
34,45	6,86
34,48	6,88
34,50	6,89
34,52	6,90
34,55	6,91
34,57	6,92
34,60	6,94
34,62	6,95
34,65	6,95
34,67	6,95
34,70	6,94
34,72	6,95
34,74	6,95
34,77	6,96
34,79	6,97
34,82	6,98
34,84	7,00
34,87	7,03
34,89	7,04
34,92	7,05
34,94	7,06
34,96	7,07
34,99	7,08
35,01	7,08
35,04	7,09
35,06	7,10
35,09	7,11
35,11	7,11
35,14	7,12
35,16	7,14
35,18	7,15
35,21	7,17
35,23	7,18
35,26	7,19
35,28	7,20
35,31	7,22
35,33	7,24
35,36	7,25
35,38	7,25
35,40	7,26
35,43	7,26
35,45	7,28
35,48	7,27
35,50	7,28
35,53	7,29
35,55	7,30
35,57	7,30
35,60	7,33
35,62	7,33
35,65	7,35
35,67	7,36
35,70	7,37
35,72	7,38
35,75	7,39
35,77	7,40
35,79	7,41
35,82	7,42
35,84	7,43
35,87	7,43
35,89	7,45
35,92	7,47
35,94	7,48
35,97	7,49
35,99	7,51
36,01	7,52
36,04	7,53
36,06	7,55
36,09	7,57
36,11	7,58
36,14	7,58
36,16	7,57
36,19	7,58
36,21	7,59
36,23	7,59
36,26	7,60
36,28	7,59
36,31	7,61
36,33	7,65
36,36	7,66
36,38	7,67
36,41	7,69
36,43	7,70
36,45	7,72
36,48	7,72
36,50	7,73
36,53	7,74
36,55	7,74
36,58	7,75
36,60	7,76
36,62	7,77
36,65	7,78
36,67	7,79
36,70	7,80
36,72	7,82
36,75	7,84
36,77	7,85
36,80	7,88
36,82	7,89
36,84	7,90
36,87	7,91
36,89	7,90
36,92	7,91
36,94	7,92
36,97	7,91
36,99	7,93
37,02	7,94
37,04	7,95
37,06	7,99
37,09	8,00
37,11	8,01
37,14	8,03
37,16	8,04
37,19	8,05
37,21	8,06
37,24	8,07
37,26	8,08
37,28	8,08
37,31	8,09
37,33	8,10
37,36	8,12
37,38	8,13
37,41	8,13
37,43	8,14
37,46	8,17
37,48	8,18
37,50	8,19
37,53	8,22
37,55	8,23
37,58	8,25
37,60	8,25
37,63	8,24
37,65	8,25
37,68	8,26
37,70	8,24
37,72	8,26
37,75	8,26
37,77	8,28
37,80	8,33
37,82	8,34
37,85	8,36
37,87	8,38
37,89	8,39
37,92	8,40
37,94	8,40
37,97	8,40
37,99	8,41
38,02	8,41
38,04	8,42
38,07	8,43
38,09	8,45
38,11	8,47
38,14	8,48
38,16	8,49
38,19	8,50
38,21	8,52
38,24	8,52
38,26	8,55
38,29	8,55
38,31	8,57
38,33	8,58
38,36	8,58
38,38	8,59
38,41	8,60
38,43	8,59
38,46	8,61
38,48	8,61
38,51	8,63
38,53	8,66
38,55	8,68
38,58	8,69
38,60	8,69
38,63	8,71
38,65	8,73
38,68	8,75
38,70	8,74
38,73	8,75
38,75	8,76
38,77	8,78
38,80	8,80
38,82	8,81
38,85	8,82
38,87	8,83
38,90	8,84
38,92	8,86
38,94	8,88
38,97	8,88
38,99	8,91
39,02	8,91
39,04	8,92
39,07	8,93
39,09	8,93
39,12	8,94
39,14	8,95
39,16	8,95
39,19	8,97
39,21	8,98
39,24	9,00
39,26	9,03
39,29	9,04
39,31	9,05
39,34	9,06
39,36	9,07
39,38	9,09
39,41	9,10
39,43	9,10
39,46	9,11
39,48	9,12
39,51	9,15
39,53	9,17
39,56	9,18
39,58	9,19
39,60	9,20
39,63	9,21
39,65	9,23
39,68	9,24
39,70	9,24
39,73	9,26
39,75	9,27
39,78	9,30
39,80	9,30
39,82	9,31
39,85	9,32
39,87	9,34
39,90	9,35
39,92	9,37
39,95	9,36
39,97	9,38
39,99	9,41
40,02	9,41
40,04	9,42
40,07	9,43
40,09	9,44
40,12	9,46
40,14	9,47
40,17	9,48
40,19	9,48
40,21	9,50
40,24	9,51
40,26	9,52
40,29	9,54
40,31	9,56
40,34	9,57
40,36	9,58
40,39	9,60
40,41	9,61
40,43	9,62
40,46	9,63
40,48	9,63
40,51	9,65
40,53	9,67
40,56	9,69
40,58	9,71
40,61	9,72
40,63	9,73
40,65	9,75
40,68	9,74
40,70	9,75
40,73	9,78
40,75	9,80
40,78	9,81
40,80	9,84
40,83	9,85
40,85	9,87
40,87	9,88
40,90	9,87
40,92	9,87
40,95	9,87
40,97	9,88
41,00	9,89
41,02	9,90
41,05	9,92
41,07	9,94
41,09	9,96
41,12	9,98
41,14	10,00
41,17	10,01
41,19	10,01
41,22	10,02
41,24	10,03
41,26	10,04
41,29	10,05
41,31	10,06
41,34	10,08
41,36	10,10
41,39	10,11
41,41	10,11
41,44	10,12
41,46	10,15
41,48	10,16
41,51	10,17
41,53	10,17
41,56	10,18
41,58	10,22
41,61	10,23
41,63	10,23
41,66	10,24
41,68	10,26
41,70	10,28
41,73	10,30
41,75	10,31
41,78	10,32
41,80	10,33
41,83	10,34
41,85	10,36
41,88	10,37
41,90	10,39
41,92	10,41
41,95	10,42
41,97	10,44
42,00	10,45
42,02	10,46
42,05	10,48
42,07	10,48
42,10	10,50
42,12	10,52
42,14	10,51
42,17	10,53
42,19	10,56
42,22	10,57
42,24	10,60
42,27	10,61
42,29	10,62
42,31	10,64
42,34	10,66
42,36	10,66
42,39	10,67
42,41	10,67
42,44	10,68
42,46	10,70
42,49	10,72
42,51	10,75
42,53	10,75
42,56	10,78
42,58	10,81
42,61	10,82
