Voltage U1	Current IA
42,63	10,83
42,66	10,84
42,68	10,84
42,71	10,86
42,73	10,86
42,75	10,87
42,78	10,89
42,80	10,89
42,83	10,90
42,85	10,92
42,88	10,91
42,90	10,92
42,93	10,94
42,95	10,95
42,97	10,97
43,00	10,98
43,02	10,99
43,05	11,03
43,07	11,05
43,10	11,05
43,12	11,07
43,15	11,07
43,17	11,08
43,19	11,10
43,22	11,11
43,24	11,13
43,27	11,15
43,29	11,16
43,32	11,20
43,34	11,21
43,36	11,22
43,39	11,23
43,41	11,24
43,44	11,26
43,46	11,26
43,49	11,26
43,51	11,27
43,54	11,29
43,56	11,30
43,58	11,32
43,61	11,32
43,63	11,34
43,66	11,35
43,68	11,36
43,71	11,38
43,73	11,39
43,76	11,40
43,78	11,42
43,80	11,43
43,83	11,45
43,85	11,46
43,88	11,46
43,90	11,48
43,93	11,50
43,95	11,52
43,98	11,54
44,00	11,56
44,02	11,57
44,05	11,60
44,07	11,60
44,10	11,60
44,12	11,61
44,15	11,62
44,17	11,64
44,20	11,66
44,22	11,67
44,24	11,68
44,27	11,70
44,29	11,72
44,32	11,74
44,34	11,74
44,37	11,75
44,39	11,77
44,41	11,77
44,44	11,79
44,46	11,80
44,49	11,81
44,51	11,84
44,54	11,85
44,56	11,86
44,59	11,89
44,61	11,89
44,63	11,91
44,66	11,94
44,68	11,96
44,71	11,98
44,73	11,99
44,76	12,00
44,78	12,03
44,81	12,04
44,83	12,03
44,85	12,05
44,88	12,06
44,90	12,08
44,93	12,09
44,95	12,10
44,98	12,13
45,00	12,14
45,03	12,15
45,05	12,18
45,07	12,19
45,10	12,20
45,12	12,21
45,15	12,23
45,17	12,24
45,20	12,25
45,22	12,26
45,25	12,28
45,27	12,30
45,29	12,32
45,32	12,33
45,34	12,34
45,37	12,35
45,39	12,38
45,42	12,40
45,44	12,41
45,47	12,43
45,49	12,44
45,51	12,47
45,54	12,48
45,56	12,48
45,59	12,49
45,61	12,50
45,64	12,52
45,66	12,53
45,68	12,54
45,71	12,56
45,73	12,56
45,76	12,57
45,78	12,59
45,81	12,60
45,83	12,60
45,86	12,63
45,88	12,64
45,90	12,66
45,93	12,67
45,95	12,69
45,98	12,70
46,00	12,72
46,03	12,72
46,05	12,74
46,08	12,74
46,10	12,75
46,12	12,78
46,15	12,79
46,17	12,81
46,20	12,82
46,22	12,84
46,25	12,88
46,27	12,90
46,30	12,90
46,32	12,92
46,34	12,93
46,37	12,94
46,39	12,95
46,42	12,96
46,44	12,97
46,47	12,98
46,49	13,00
46,52	13,02
46,54	13,04
46,56	13,06
46,59	13,06
46,61	13,09
46,64	13,11
46,66	13,12
46,69	13,14
46,71	13,16
46,73	13,17
46,76	13,19
46,78	13,21
46,81	13,20
46,83	13,22
46,86	13,25
46,88	13,26
46,91	13,27
46,93	13,27
46,95	13,29
46,98	13,33
47,00	13,33
47,03	13,34
47,05	13,36
47,08	13,36
47,10	13,39
47,13	13,40
47,15	13,41
47,17	13,43
47,20	13,42
47,22	13,44
47,25	13,47
47,27	13,49
47,30	13,51
47,32	13,52
47,35	13,54
47,37	13,58
47,39	13,59
47,42	13,60
47,44	13,61
47,47	13,62
47,49	13,63
47,52	13,64
47,54	13,65
47,57	13,68
47,59	13,70
47,61	13,71
47,64	13,74
47,66	13,76
47,69	13,78
47,71	13,81
47,74	13,83
47,76	13,83
47,78	13,84
47,81	13,84
47,83	13,86
47,86	13,86
47,88	13,86
47,91	13,87
47,93	13,88
47,96	13,90
47,98	13,95
48,00	13,96
48,03	13,98
48,05	14,00
48,08	14,01
48,10	14,04
48,13	14,05
48,15	14,06
48,18	14,08
48,20	14,09
48,22	14,11
48,25	14,13
48,27	14,14
48,30	14,16
48,32	14,17
48,35	14,19
48,37	14,20
48,40	14,20
48,42	14,22
48,44	14,25
48,47	14,26
48,49	14,28
48,52	14,30
48,54	14,30
48,57	14,33
48,59	14,34
48,62	14,34
48,64	14,36
48,66	14,36
48,69	14,38
48,71	14,42
48,74	14,44
48,76	14,46
48,79	14,48
48,81	14,48
48,84	14,50
48,86	14,51
48,88	14,51
48,91	14,52
48,93	14,53
48,96	14,55
48,98	14,58
49,01	14,60
49,03	14,63
49,05	14,64
49,08	14,66
49,10	14,68
49,13	14,68
49,15	14,69
49,18	14,71
49,20	14,73
49,23	14,74
49,25	14,75
49,27	14,76
49,30	14,79
49,32	14,82
49,35	14,82
49,37	14,84
49,40	14,85
49,42	14,88
49,45	14,89
49,47	14,91
49,49	14,92
49,52	14,93
49,54	14,96
49,57	14,98
49,59	14,98
49,62	15,00
49,64	15,01
49,67	15,02
49,69	15,04
49,71	15,06
49,74	15,07
49,76	15,10
49,79	15,11
49,81	15,13
49,84	15,14
49,86	15,13
49,89	15,14
49,91	15,17
49,93	15,18
49,96	15,20
49,98	15,23
50,01	15,25
50,03	15,29
50,06	15,30
50,08	15,31
50,10	15,33
50,13	15,34
50,15	15,35
50,18	15,36
50,20	15,37
50,23	15,39
50,25	15,40
50,28	15,42
50,30	15,45
50,32	15,46
50,35	15,49
50,37	15,50
50,40	15,52
50,42	15,54
50,45	15,55
50,47	15,56
50,50	15,59
50,52	15,60
50,54	15,61
50,57	15,63
50,59	15,64
50,62	15,65
50,64	15,67
50,67	15,68
50,69	15,70
50,72	15,72
50,74	15,72
50,76	15,76
50,79	15,78
50,81	15,79
50,84	15,81
50,86	15,81
50,89	15,83
50,91	15,85
50,94	15,85
50,96	15,87
50,98	15,87
51,01	15,89
51,03	15,92
51,06	15,94
51,08	15,97
51,11	15,99
51,13	16,00
51,15	16,03
51,18	16,04
51,20	16,06
51,23	16,07
51,25	16,08
51,28	16,09
51,30	16,11
51,33	16,11
51,35	16,13
51,37	16,17
51,40	16,18
51,42	16,20
51,45	16,22
51,47	16,24
51,50	16,27
51,52	16,29
51,55	16,29
51,57	16,29
51,59	16,29
51,62	16,30
51,64	16,32
51,67	16,32
51,69	16,34
51,72	16,36
51,74	16,39
51,77	16,42
51,79	16,44
51,81	16,46
51,84	16,47
51,86	16,48
51,89	16,50
51,91	16,51
51,94	16,52
51,96	16,54
51,99	16,55
52,01	16,57
52,03	16,59
52,06	16,60
52,08	16,62
52,11	16,65
52,13	16,68
52,16	16,70
52,18	16,71
52,20	16,72
52,23	16,76
52,25	16,77
52,28	16,79
52,30	16,79
52,33	16,79
52,35	16,82
52,38	16,84
52,40	16,84
52,42	16,87
52,45	16,88
52,47	16,89
52,50	16,94
52,52	16,95
52,55	16,97
52,57	16,98
52,60	16,99
52,62	17,01
52,64	17,03
52,67	17,03
52,69	17,06
52,72	17,08
52,74	17,10
52,77	17,13
52,79	17,15
52,82	17,16
52,84	17,19
52,86	17,19
52,89	17,20
52,91	17,22
52,94	17,23
52,96	17,25
52,99	17,27
53,01	17,28
53,04	17,30
53,06	17,31
53,08	17,32
53,11	17,34
53,13	17,35
53,16	17,36
53,18	17,37
53,21	17,38
53,23	17,42
53,26	17,43
53,28	17,44
53,30	17,46
53,33	17,47
53,35	17,50
53,38	17,52
53,40	17,53
53,43	17,56
53,45	17,56
53,47	17,58
53,50	17,60
53,52	17,62
53,55	17,65
53,57	17,66
53,60	17,67
53,62	17,70
53,65	17,71
53,67	17,73
53,69	17,76
53,72	17,77
53,74	17,78
53,77	17,80
53,79	17,81
53,82	17,84
53,84	17,86
53,87	17,86
53,89	17,89
53,91	17,91
53,94	17,94
53,96	17,98
53,99	17,99
54,01	18,01
54,04	18,02
54,06	18,03
54,09	18,04
54,11	18,05
54,13	18,05
54,16	18,07
54,18	18,08
54,21	18,10
54,23	18,13
54,26	18,14
54,28	18,16
54,31	18,17
54,33	18,19
54,35	18,21
54,38	18,23
54,40	18,26
54,43	18,28
54,45	18,29
54,48	18,32
54,50	18,34
54,52	18,34
54,55	18,37
54,57	18,37
54,60	18,39
54,62	18,41
54,65	18,41
54,67	18,42
54,70	18,47
54,72	18,48
54,74	18,50
54,77	18,51
54,79	18,53
54,82	18,56
54,84	18,58
54,87	18,58
54,89	18,60
54,92	18,61
54,94	18,63
54,96	18,66
54,99	18,68
55,01	18,70
55,04	18,72
55,06	18,73
55,09	18,76
55,11	18,77
55,14	18,78
55,16	18,80
55,18	18,82
55,21	18,83
55,23	18,84
55,26	18,84
55,28	18,85
55,31	18,86
55,33	18,86
55,36	18,88
55,38	18,89
55,40	18,91
55,43	18,95
55,45	18,97
55,48	19,00
55,50	19,01
55,53	19,03
55,55	19,05
55,57	19,07
55,60	19,08
55,62	19,11
55,65	19,11
55,67	19,13
55,70	19,15
55,72	19,17
55,75	19,20
55,77	19,21
55,79	19,23
55,82	19,26
55,84	19,29
55,87	19,31
55,89	19,35
55,92	19,37
55,94	19,38
55,97	19,39
55,99	19,40
56,01	19,42
56,04	19,43
56,06	19,43
56,09	19,45
56,11	19,47
56,14	19,49
56,16	19,53
56,19	19,55
56,21	19,57
56,23	19,59
56,26	19,60
56,28	19,62
56,31	19,64
56,33	19,64
56,36	19,64
56,38	19,64
56,41	19,66
56,43	19,68
56,45	19,69
56,48	19,72
56,50	19,74
56,53	19,76
56,55	19,80
56,58	19,81
56,60	19,83
56,62	19,87
56,65	19,88
56,67	19,90
56,70	19,92
56,72	19,92
56,75	19,93
56,77	19,96
56,80	19,95
56,82	19,98
56,84	19,99
56,87	20,00
56,89	20,04
56,92	20,06
56,94	20,08
56,97	20,09
56,99	20,11
57,02	20,13
57,04	20,16
57,06	20,16
57,09	20,17
57,11	20,18
57,14	20,19
57,16	20,22
57,19	20,24
57,21	20,25
57,24	20,28
57,26	20,30
57,28	20,32
57,31	20,35
57,33	20,36
57,36	20,37
57,38	20,39
57,41	20,41
57,43	20,42
57,46	20,43
57,48	20,44
57,50	20,46
57,53	20,48
57,55	20,50
57,58	20,50
57,60	20,52
57,63	20,56
57,65	20,58
57,68	20,60
57,70	20,61
57,72	20,62
57,75	20,65
57,77	20,66
57,80	20,67
57,82	20,67
57,85	20,67
57,87	20,70
57,89	20,73
57,92	20,75
57,94	20,79
57,97	20,80
57,99	20,83
58,02	20,87
58,04	20,88
58,07	20,90
58,09	20,91
58,11	20,92
58,14	20,93
58,16	20,95
58,19	20,95
58,21	20,97
58,24	20,99
58,26	21,02
58,29	21,04
58,31	21,05
58,33	21,07
58,36	21,11
58,38	21,11
58,41	21,14
58,43	21,14
58,46	21,16
58,48	21,20
58,51	21,22
58,53	21,23
58,55	21,25
58,58	21,26
58,60	21,28
58,63	21,31
58,65	21,33
58,68	21,35
58,70	21,36
58,73	21,38
58,75	21,40
58,77	21,43
58,80	21,43
58,82	21,44
58,85	21,47
58,87	21,50
58,90	21,52
58,92	21,55
58,94	21,56
58,97	21,57
58,99	21,60
59,02	21,62
59,04	21,62
59,07	21,63
59,09	21,65
59,12	21,67
59,14	21,68
59,16	21,69
59,19	21,71
59,21	21,75
59,24	21,79
59,26	21,80
59,29	21,82
59,31	21,83
59,34	21,86
59,36	21,87
59,38	21,88
59,41	21,90
59,43	21,91
59,46	21,93
59,48	21,96
59,51	21,97
59,53	21,98
59,56	21,99
59,58	21,99
59,60	22,01
59,63	22,02
59,65	22,04
59,68	22,06
59,70	22,08
59,73	22,09
59,75	22,12
59,78	22,13
59,80	22,15
59,82	22,17
59,85	22,17
59,87	22,20
59,90	22,23
59,92	22,25
59,95	22,29
59,97	22,32
59,99	22,33
