-79.834 0.00014
-79.224 0.00027
-78.613 0.00018
-78.003 0.00014
-77.393 0.00013
-76.782 0.00027
-76.172 0.00018
-75.562 0.00008
-74.951 0.00025
-74.341 0.00024
-73.730 0.00014
-73.120 0.00027
-72.510 0.00024
-71.899 0.00023
-71.289 0.00041
-70.679 0.00024
-70.068 0.00014
-69.458 0.00038
-68.848 0.00024
-68.237 0.00051
-67.627 0.00030
-67.017 0.00024
-66.406 0.00031
-65.796 0.00025
-65.186 0.00017
-64.575 0.00025
-63.965 0.00027
-63.354 0.00021
-62.744 0.00014
-62.134 0.00010
-61.523 0.00018
-60.913 0.00020
-60.303 0.00020
-59.692 0.00030
-59.082 0.00024
-58.472 0.00022
-57.861 0.00006
-57.251 0.00028
-56.641 0.00024
-56.030 0.00038
-55.420 0.00050
-54.810 0.00011
-54.199 0.00042
-53.589 0.00049
-52.979 0.00046
-52.368 0.00044
-51.758 0.00001
-51.147 0.00013
-50.537 0.00008
-49.927 0.00013
-49.316 0.00009
-48.706 0.00022
-48.096 0.00035
-47.485 0.00067
-46.875 0.00035
-46.265 0.00019
-45.654 0.00025
-45.044 0.00051
-44.434 0.00065
-43.823 0.00035
-43.213 0.00029
-42.603 0.00043
-41.992 0.00008
-41.382 0.00016
-40.771 0.00018
-40.161 0.00038
-39.551 0.00048
-38.940 0.00031
-38.330 0.00011
-37.720 0.00026
-37.109 0.00019
-36.499 0.00039
-35.889 0.00039
-35.278 0.00018
-34.668 0.00074
-34.058 0.00012
-33.447 0.00049
-32.837 0.00015
-32.227 0.00048
-31.616 0.00006
-31.006 0.00008
-30.396 0.00023
-29.785 0.00010
-29.175 0.00030
-28.564 0.00003
-27.954 0.00050
-27.344 0.00042
-26.733 0.00029
-26.123 0.00058
-25.513 0.00017
-24.902 0.00023
-24.292 0.00023
-23.682 0.00016
-23.071 0.00021
-22.461 0.00021
-21.851 0.00034
-21.240 0.00023
-20.630 0.00026
-20.020 0.00035
-19.409 0.00019
-18.799 0.00037
-18.188 0.00023
-17.578 0.00044
-16.968 0.00044
-16.357 0.00024
-15.747 0.00055
-15.137 0.00041
-14.526 0.00043
-13.916 0.00046
-13.306 0.00033
-12.695 0.00013
-12.085 0.00030
-11.475 0.00037
-10.864 0.00016
-10.254 0.00054
-9.644 0.00016
-9.033 0.00013
-8.423 0.00006
-7.812 0.00032
-7.202 0.00030
-6.592 0.00013
-5.981 0.00045
-5.371 0.00033
-4.761 0.00019
-4.150 0.00027
-3.540 0.00033
-2.930 0.00023
-2.319 0.00038
-1.709 0.00076
-1.099 0.00026
-0.488 0.00063
0.122 0.00065
0.732 0.00022
1.343 0.00084
1.953 0.00057
2.563 0.00050
3.174 0.00057
3.784 0.00050
4.395 0.00080
5.005 0.00009
5.615 0.00021
6.226 0.00027
6.836 0.00036
7.446 0.00024
8.057 0.00018
8.667 0.00033
9.277 0.00010
9.888 0.00035
10.498 0.00044
11.108 0.00069
11.719 0.00061
12.329 0.00028
12.939 0.00042
13.550 0.00061
14.160 0.00048
14.771 0.00047
15.381 0.00043
15.991 0.00054
16.602 0.00077
17.212 0.00031
17.822 0.00033
18.433 0.00035
19.043 0.00032
19.653 0.00036
20.264 0.00044
20.874 0.00012
21.484 0.00011
22.095 0.00021
22.705 0.00020
23.315 0.00022
23.926 0.00043
24.536 0.00025
25.146 0.00018
25.757 0.00009
26.367 0.00045
26.978 0.00019
27.588 0.00029
28.198 0.00042
28.809 0.00027
29.419 0.00039
30.029 0.00011
30.640 0.00057
31.250 0.00057
31.860 0.00022
32.471 0.00037
33.081 0.00051
33.691 0.00030
34.302 0.00017
34.912 0.00038
35.522 0.00041
36.133 0.00045
36.743 0.00055
37.354 0.00020
37.964 0.00071
38.574 0.00013
39.185 0.00026
39.795 0.00029
40.405 0.00028
41.016 0.00015
41.626 0.00020
42.236 0.00045
42.847 0.00043
43.457 0.00017
44.067 0.00043
44.678 0.00051
45.288 0.00009
45.898 0.00025
46.509 0.00013
47.119 0.00029
47.729 0.00021
48.340 0.00022
48.950 0.00086
49.561 0.00019
50.171 0.00019
50.781 0.00049
51.392 0.00023
52.002 0.00016
52.612 0.00023
53.223 0.00043
53.833 0.00007
54.443 0.00023
55.054 0.00045
55.664 0.00034
56.274 0.00018
56.885 0.00048
57.495 0.00010
58.105 0.00033
58.716 0.00047
59.326 0.00039
59.937 0.00045
60.547 0.00016
61.157 0.00012
61.768 0.00047
62.378 0.00037
62.988 0.00092
63.599 0.00017
64.209 0.00010
64.819 0.00023
65.430 0.00008
66.040 0.00015
66.650 0.00013
67.261 0.00051
67.871 0.00028
68.481 0.00017
69.092 0.00024
69.702 0.00035
70.312 0.00023
70.923 0.00033
71.533 0.00027
72.144 0.00045
72.754 0.00025
73.364 0.00033
73.975 0.00010
74.585 0.00021
75.195 0.00000
75.806 0.00047
76.416 0.00049
77.026 0.00032
77.637 0.00061
78.247 0.00025
78.857 0.00035
79.468 0.00027
